classroom,group,actor,Start,End,Modality,qualitative_content,Rules,Intercomprehension checks_VIC collective,Intercomprehension checks_VIC individuelle,multimodal relevance_correct (hors pertinence linguistique),multimodal relevance_correct and complete,multimodal relevance_correct and incomplete,multimodal relevance_incorrect,phatic gazes_Player 1,phatic gazes_Player 2,phatic gazes_Player 3,phatic gazes_Player 4,verbal relevance_correct and complete,verbal relevance_correct and incomplete,verbal relevance_incorrect,
5,1,Instructeur,93.493,94.625,gesture,0,26 - Il y a des/huit jetons bleus,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,93.493,94.625,verbal,0,26 - Il y a des/huit jetons bleus,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Instructeur,93.493,95.37,verbal,les heu:: j(e)tons bleus c'est pour heu:: hm,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,93.994,95.215,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,93.994,95.215,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,95.809,97.314,verbal,donner une information soit,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,95.961,97.275,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,96.565,111.765,verbal,0,19 - Le joueur qui donne l’information dit à un(e) camarade qu’il possède soit un numéro soit une couleur,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Instructeur,96.565,111.765,gesture,0,19 - Le joueur qui donne l’information dit à un(e) camarade qu’il possède soit un numéro soit une couleur,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,96.565,111.765,verbal,0,19 - Le joueur qui donne l’information dit à un(e) camarade qu’il possède soit un numéro soit une couleur,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Instructeur,96.819,98.093,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,96.819,98.093,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,97.275,97.899,gaze,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,
5,1,Instructeur,97.699,100.04,verbal,tous les\ le::\ le\ par exemple heu si t(u) as,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,97.899,98.072,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,100.929,102.87,verbal,heu deux nombres un heu tu dis heu:: heum::,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,101.098,101.888,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,101.098,101.888,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,101.163,105.616,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,102.017,103.546,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,102.017,103.546,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,103.437,105.207,verbal,tu as deux nombres de\ de un,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,104.738,106.528,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,104.738,106.528,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,105.38,105.88,verbal,hm hm,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,105.895,108.015,verbal,et heu sinon tu mets\ heu tu dis toutes les couleurs,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,106.684,108.538,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,106.802,107.569,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,106.802,107.569,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,108.528,109.307,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,108.528,109.307,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,108.608,110.7,verbal,par exemple si t(u) as:: des jaunes tu dis heu t(u) as::,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,109.656,110.77,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,109.914,110.786,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,109.914,110.786,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,110.77,111.249,gaze,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,
5,1,Instructeur,111.027,111.757,verbal,combien t(u) as d(e) jaunes,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,111.249,112.21,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Joueur 2,111.96,112.98,verbal,hm hm ok,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,113.575,115.895,verbal,et heu:: les feux d'artifice heu rouge c'est quand heu::,31 - Il y a des/trois jetons rouges,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,113.575,115.895,verbal,0,31 - Il y a des/trois jetons rouges,0,0,0,0,0,0,0,0,0,0,0,0,1,
5,1,Instructeur,113.575,115.895,gesture,0,31 - Il y a des/trois jetons rouges,0,0,1,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,113.575,115.895,verbal,0,31 - Il y a des/trois jetons rouges,0,0,0,0,0,0,0,0,0,0,0,0,1,
5,1,Instructeur,113.604,115.902,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,113.604,115.902,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,116.348,117.273,verbal,par exemple si y a le un,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,116.35,124.43,verbal,0,32 - L’équipe prend un jeton rouge quand un joueur a posé une mauvaise carte,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Instructeur,116.35,124.43,gesture,0,32 - L’équipe prend un jeton rouge quand un joueur a posé une mauvaise carte,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,116.35,124.43,verbal,0,32 - L’équipe prend un jeton rouge quand un joueur a posé une mauvaise carte,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Instructeur,116.47,117.674,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,116.47,117.674,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,117.755,121.0,verbal,et puis là tu mets sur\ y a le un rouge et après tu mets trois dessus,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,118.813,120.04,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,118.813,120.04,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,120.127,120.837,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,120.127,120.837,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,120.438,121.07,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,121.302,123.133,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,121.302,123.133,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,121.325,124.435,verbal,eh ben t(u) as un:: feu d'artif/ t(u) as ça parce que:: tu t'es trompée,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,123.399,125.353,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Joueur 3,124.64,125.89,verbal,en fait j'ai rien compris,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,124.64,125.89,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,125.56,126.481,gaze,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,
5,1,Joueur 1,125.985,126.79,verbal,{rires} là\,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,126.48,128.38,verbal,non mais en fait i(l) faut faire un deux trois quat(re) cinq,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,126.481,131.456,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,128.47,128.66,verbal,oui,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,128.47,128.66,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,128.655,130.087,verbal,et si t(u) as fais un trois,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,128.685,133.901,verbal,0,32 - L’équipe prend un jeton rouge quand un joueur a posé une mauvaise carte,0,0,0,0,0,0,0,0,0,0,0,1,0,
5,1,Instructeur,128.685,133.901,gesture,0,32 - L’équipe prend un jeton rouge quand un joueur a posé une mauvaise carte,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,128.685,133.901,verbal,0,32 - L’équipe prend un jeton rouge quand un joueur a posé une mauvaise carte,0,0,0,0,0,0,0,0,0,0,0,1,0,
5,1,Joueur 2,131.071,131.759,verbal,quat(re) cinq,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,131.093,131.273,verbal,oui,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,132.028,134.272,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,132.028,134.272,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,132.065,132.628,verbal,et ben,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,132.066,133.901,verbal,t(u) as heu tu dois heu:: bah heu tu dois prendre ça,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,132.066,133.901,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,132.066,133.901,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,133.278,135.174,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Joueur 1,134.584,135.265,verbal,et ça t(e) fait quoi ?,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,134.584,135.265,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,135.074,137.087,verbal,mais comment tu l(e) sais que t(u) as un trois quat(re) cinq ?,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,135.174,135.442,gaze,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,
5,1,Instructeur,135.442,136.413,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,137.581,138.541,verbal,bah par exemple regarde,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,137.581,138.541,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,138.098,138.53,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,139.309,139.729,verbal,t(u) as::,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,139.309,139.729,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,139.787,141.73,verbal,parce que les *jautres/ les autres ils voient ton jeu ?,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,139.98,142.957,verbal,0,14 - On ne regarde pas ses propres cartes,0,0,0,0,0,0,0,0,0,0,0,1,0,
5,1,Instructeur,142.197,142.957,verbal,oui mais pas toi,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,142.197,142.957,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,142.197,142.957,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,142.277,148.242,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Joueur 2,143.427,144.321,verbal,oui mais comme les\,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,143.895,147.165,verbal,eux ils vont t(e) donner la f\ les informations pour qu(e) t(u) puisses\ pour qu(e) tu saches heu::,17 - Le joueur peut donner une information à un(e) camarade,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,143.895,147.165,verbal,0,17 - Le joueur peut donner une information à un(e) camarade,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,143.895,147.165,verbal,0,17 - Le joueur peut donner une information à un(e) camarade,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Instructeur,143.895,147.165,verbal,0,17 - Le joueur peut donner une information à un(e) camarade,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,143.895,147.165,verbal,0,17 - Le joueur peut donner une information à un(e) camarade,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Instructeur,143.895,147.165,verbal,0,17 - Le joueur peut donner une information à un(e) camarade,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,144.486,145.143,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,144.486,145.143,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,144.495,145.239,verbal,par exemple ils m\,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,145.143,146.058,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,145.143,146.058,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,146.296,147.064,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,146.296,147.064,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,147.905,150.817,verbal,et comment on les a/ et:: on a l(e) droit d'en prendre quand on veut des informations ?,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,149.241,151.13,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,151.493,160.36,verbal,0,30 - On se débarrasse d’une carte quand on veut récupérer un jeton bleu,0,0,0,0,0,0,0,0,0,0,0,1,0,
5,1,Instructeur,151.493,160.36,gesture,0,30 - On se débarrasse d’une carte quand on veut récupérer un jeton bleu,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,151.493,160.36,verbal,0,30 - On se débarrasse d’une carte quand on veut récupérer un jeton bleu,0,0,0,0,0,0,0,0,0,0,0,1,0,
5,1,Instructeur,151.493,153.48,verbal,bah:: juste quand heu y a plus d(e) bleus tu::,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,151.493,153.48,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,151.549,153.438,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,151.549,153.438,gesture,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,153.841,155.776,verbal,tu dois\ soit tu po/ tu poses une carte,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,154.957,156.464,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,156.246,157.541,verbal,et du coup tu prends heum::,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,158.096,160.361,verbal,heu un j(e)ton bleu qui est dans les trucs comme ça,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,158.199,159.077,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,159.999,161.145,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,160.36,162.781,verbal,0,12 - Une carte posée doit être remplacée par une carte de la pioche,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Instructeur,160.36,162.781,gesture,0,12 - Une carte posée doit être remplacée par une carte de la pioche,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,160.36,162.781,verbal,0,12 - Une carte posée doit être remplacée par une carte de la pioche,0,0,0,0,0,0,0,0,0,0,1,0,0,
5,1,Joueur 2,160.609,161.109,verbal,hm hm,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,161.096,162.781,verbal,et tu prends u::ne carte dans la pioche,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,162.438,163.735,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Joueur 2,163.097,163.497,verbal,hm,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,164.096,164.581,verbal,et heu:: hm,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,164.839,166.024,verbal,a/ regarde attends,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,164.839,166.024,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,165.023,165.573,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,166.794,167.224,verbal,on va dire,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,167.493,169.105,verbal,mais on peut faire un essai non ?,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,167.493,169.105,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,167.998,171.084,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Joueur 2,169.388,170.15,verbal,(en)fin,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 1,169.974,170.361,verbal,ok,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 3,170.78,171.973,verbal,tu veux pas ess::\,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Adulte,171.133,172.627,verbal,si vous s\ alors est-ce que\,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,171.975,172.325,verbal,ben,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,172.763,174.1,verbal,ben on distribue les cartes et\,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,173.289,174.092,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Adulte,173.475,176.35,verbal,ça dépend quand toi tu estimes que t(u) as t(u) as fini qu'elles sont prêtes,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Adulte,177.258,179.037,verbal,ou sinon si tu (x) tu dois encore leur expliquer heu,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,179.116,193.099,gaze,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,
5,1,Instructeur,179.214,180.429,verbal,bah c'est quoi qu(e) vous avez pas compris ?,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,179.214,180.429,verbal,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,180.447,181.272,verbal,bah en fait c'est que,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,181.533,183.477,verbal,on distribue les\ déjà on ça se joue à trois,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,184.019,184.199,verbal,hm hm,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,184.019,184.199,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,184.678,186.566,verbal,on a toutes les trois des cartes cinq cartes,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,186.577,186.802,verbal,hm hm,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,186.577,186.802,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,186.681,187.3,verbal,que on voit pas,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,187.672,189.678,verbal,donc imaginons moi j'ai des cartes elles deux elles les voient,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,190.027,190.192,verbal,oui,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,190.027,190.192,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Instructeur,190.027,190.192,verbal,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 1,190.185,190.417,verbal,ouais,,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1,Joueur 2,190.739,193.631,verbal,et moi heu donc ça j/ j'imagine que ça se joue heu,,0,0,0,0,0,0,0,0,0,0,0,0,0,
